,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,RBR,Genres,Name,Primary Profession
672,79,2001,Bully,2100000,881824,1381824,163648,1.077927619047619,Documentary,Stephen Gaffney,"director,writer,producer"
673,79,2001,Bully,2100000,881824,1381824,163648,1.077927619047619,Documentary,Anthony L. Coleman,"producer,sound_department,director"
674,79,2001,Bully,2100000,881824,1381824,163648,1.077927619047619,Documentary,Aaron Alon,"music_department,sound_department,director"
675,79,2001,Bully,2100000,881824,1381824,163648,1.077927619047619,Documentary,Santino Campanelli,"producer,director,actor"
676,76,2011,Grave Encounters,2000000,0,2151887,151887,1.0759435,Horror,Colin Minihan,"writer,producer,director"
677,76,2011,Grave Encounters,2000000,0,2151887,151887,1.0759435,Horror,Stuart Ortiz,"writer,editor,director"
678,76,2011,Grave Encounters,2000000,0,2151887,151887,1.0759435,Horror,The Vicious Brothers,"writer,editor,director"
681,50,2008,The Hammer,850000,442638,442638,35276,1.0415011764705882,Biography,Oren Kaplan,"director,editorial_department,camera_department"
681,50,2008,The Hammer,850000,442638,442638,35276,1.0415011764705882,Drama,Oren Kaplan,"director,editorial_department,camera_department"
681,50,2008,The Hammer,850000,442638,442638,35276,1.0415011764705882,Sport,Oren Kaplan,"director,editorial_department,camera_department"
682,50,2008,The Hammer,850000,442638,442638,35276,1.0415011764705882,Biography,Scott Hornsby,"producer,director,writer"
682,50,2008,The Hammer,850000,442638,442638,35276,1.0415011764705882,Drama,Scott Hornsby,"producer,director,writer"
682,50,2008,The Hammer,850000,442638,442638,35276,1.0415011764705882,Sport,Scott Hornsby,"producer,director,writer"
683,60,2015,Lost River,2000000,45431,2009644,55075,1.0275375,Drama,Ryan Gosling,"actor,soundtrack,producer"
683,60,2015,Lost River,2000000,45431,2009644,55075,1.0275375,Fantasy,Ryan Gosling,"actor,soundtrack,producer"
683,60,2015,Lost River,2000000,45431,2009644,55075,1.0275375,Mystery,Ryan Gosling,"actor,soundtrack,producer"
684,73,2012,Newlyweds,9000,4584,4584,168,1.0186666666666666,Comedy,Edward Burns,"actor,writer,producer"
684,73,2012,Newlyweds,9000,4584,4584,168,1.0186666666666666,Drama,Edward Burns,"actor,writer,producer"
688,72,2012,Blue Like Jazz,1200000,595018,595018,-9964,0.9916966666666667,Comedy,Steve Taylor,"actor,producer,director"
688,72,2012,Blue Like Jazz,1200000,595018,595018,-9964,0.9916966666666667,Drama,Steve Taylor,"actor,producer,director"
695,15,2016,American Honey,3500000,663247,2611750,-225003,0.9357134285714286,Adventure,Andrea Arnold,"actress,writer,director"
695,15,2016,American Honey,3500000,663247,2611750,-225003,0.9357134285714286,Drama,Andrea Arnold,"actress,writer,director"
695,15,2016,American Honey,3500000,663247,2611750,-225003,0.9357134285714286,Romance,Andrea Arnold,"actress,writer,director"
696,25,2011,Higher Ground,1800000,841056,842693,-116251,0.9354161111111111,Drama,Vera Farmiga,"actress,producer,soundtrack"
698,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Action,Pouran Esrafily,"actress,producer,director"
698,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Mystery,Pouran Esrafily,"actress,producer,director"
698,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Thriller,Pouran Esrafily,"actress,producer,director"
699,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Action,Jaume Collet-Serra,"director,producer"
699,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Mystery,Jaume Collet-Serra,"director,producer"
699,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Thriller,Jaume Collet-Serra,"director,producer"
700,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Action,Johanna Valero,"actress,director,writer"
700,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Mystery,Johanna Valero,"actress,director,writer"
700,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Thriller,Johanna Valero,"actress,director,writer"
702,53,2012,The Other Dream Team,500000,134109,314444,-51447,0.897106,Documentary,Marius A. Markevicius,"producer,director,writer"
702,53,2012,The Other Dream Team,500000,134109,314444,-51447,0.897106,Sport,Marius A. Markevicius,"producer,director,writer"
708,20,2011,The Art of Getting By,4000000,1430241,1989035,-580724,0.854819,Drama,Gavin Wiesen,"director,writer,producer"
708,20,2011,The Art of Getting By,4000000,1430241,1989035,-580724,0.854819,Romance,Gavin Wiesen,"director,writer,producer"
709,42,2006,The Quiet,900000,381420,381420,-137160,0.8476,Drama,Tom Silva,"writer,director,actor"
711,26,2014,The Signal,4000000,600896,2665322,-733782,0.8165545,Drama,William Eubank,"cinematographer,director,writer"
711,26,2014,The Signal,4000000,600896,2665322,-733782,0.8165545,Mystery,William Eubank,"cinematographer,director,writer"
711,26,2014,The Signal,4000000,600896,2665322,-733782,0.8165545,Sci-Fi,William Eubank,"cinematographer,director,writer"
714,37,2010,I Spit on Your Grave,1750000,93051,1278471,-378478,0.7837268571428572,Horror,Steven R. Monroe,"camera_department,director,producer"
714,37,2010,I Spit on Your Grave,1750000,93051,1278471,-378478,0.7837268571428572,Thriller,Steven R. Monroe,"camera_department,director,producer"
715,31,2012,Damsels in Distress,3000000,1007535,1324299,-668166,0.777278,Comedy,Whit Stillman,"director,writer,producer"
715,31,2012,Damsels in Distress,3000000,1007535,1324299,-668166,0.777278,Drama,Whit Stillman,"director,writer,producer"
715,31,2012,Damsels in Distress,3000000,1007535,1324299,-668166,0.777278,Romance,Whit Stillman,"director,writer,producer"
716,22,2011,Red State,4000000,1065429,1983596,-950975,0.76225625,Action,Kevin Smith,"producer,writer,actor"
716,22,2011,Red State,4000000,1065429,1983596,-950975,0.76225625,Crime,Kevin Smith,"producer,writer,actor"
716,22,2011,Red State,4000000,1065429,1983596,-950975,0.76225625,Horror,Kevin Smith,"producer,writer,actor"
718,79,2010,Four Lions,3750000,310007,2436111,-1003882,0.7322981333333334,Comedy,Christopher Morris,"actor,writer,composer"
718,79,2010,Four Lions,3750000,310007,2436111,-1003882,0.7322981333333334,Crime,Christopher Morris,"actor,writer,composer"
718,79,2010,Four Lions,3750000,310007,2436111,-1003882,0.7322981333333334,Drama,Christopher Morris,"actor,writer,composer"
721,87,2016,Unsullied,1500000,510957,510957,-478086,0.681276,Action,Simeon Rice,"producer,actor,writer"
721,87,2016,Unsullied,1500000,510957,510957,-478086,0.681276,Horror,Simeon Rice,"producer,actor,writer"
721,87,2016,Unsullied,1500000,510957,510957,-478086,0.681276,Thriller,Simeon Rice,"producer,actor,writer"
724,44,2010,The Virginity Hit,2000000,636706,636706,-726588,0.636706,Comedy,Andrew Gurland,"producer,writer,director"
725,44,2010,The Virginity Hit,2000000,636706,636706,-726588,0.636706,Comedy,Huck Botko,"director,writer,producer"
726,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Adventure,Félix Rose,"writer,editor,producer"
726,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Biography,Félix Rose,"writer,editor,producer"
726,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Documentary,Félix Rose,"writer,editor,producer"
727,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Adventure,Eric Piccoli,"writer,director,producer"
727,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Biography,Eric Piccoli,"writer,director,producer"
727,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Documentary,Eric Piccoli,"writer,director,producer"
728,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Adventure,Jehan Semper,"director,writer,producer"
728,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Biography,Jehan Semper,"director,writer,producer"
728,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Documentary,Jehan Semper,"director,writer,producer"
729,70,2012,Kill List,800000,29063,462206,-308731,0.61408625,Crime,Ben Wheatley,"director,writer,editor"
729,70,2012,Kill List,800000,29063,462206,-308731,0.61408625,Drama,Ben Wheatley,"director,writer,editor"
729,70,2012,Kill List,800000,29063,462206,-308731,0.61408625,Horror,Ben Wheatley,"director,writer,editor"
730,52,2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,152449,-195102,0.609796,Documentary,Molly Bernstein,"editor,editorial_department,producer"
732,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Documentary,Ruben Östlund,"director,writer,editor"
732,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Drama,Ruben Östlund,"director,writer,editor"
732,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,History,Ruben Östlund,"director,writer,editor"
733,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Documentary,Jehane Noujaim,"producer,director,cinematographer"
733,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Drama,Jehane Noujaim,"producer,director,cinematographer"
733,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,History,Jehane Noujaim,"producer,director,cinematographer"
734,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Documentary,Lívia Gyarmathy,"director,writer,assistant_director"
734,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Drama,Lívia Gyarmathy,"director,writer,assistant_director"
734,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,History,Lívia Gyarmathy,"director,writer,assistant_director"
735,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Documentary,Sidhartha Siva,"writer,director"
735,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Drama,Sidhartha Siva,"writer,director"
735,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,History,Sidhartha Siva,"writer,director"
736,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Drama,Karyn Kusama,"director,writer,producer"
736,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Horror,Karyn Kusama,"director,writer,producer"
736,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Mystery,Karyn Kusama,"director,writer,producer"
737,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Drama,Tommy Chavannes,"director,producer"
737,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Horror,Tommy Chavannes,"director,producer"
737,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Mystery,Tommy Chavannes,"director,producer"
738,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Drama,Jon Bougher,"director,producer"
738,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Horror,Jon Bougher,"director,producer"
738,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Mystery,Jon Bougher,"director,producer"
740,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Horror,József Gallai,"writer,actor,director"
740,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Mystery,József Gallai,"writer,actor,director"
740,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Thriller,József Gallai,"writer,actor,director"
741,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Horror,Gergö Elekes,"composer,editor,cinematographer"
741,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Mystery,Gergö Elekes,"composer,editor,cinematographer"
741,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Thriller,Gergö Elekes,"composer,editor,cinematographer"
744,71,2014,Antarctica: A Year on Ice,1000000,288757,288757,-422486,0.577514,Adventure,Anthony Powell,"camera_department,cinematographer,director"
744,71,2014,Antarctica: A Year on Ice,1000000,288757,288757,-422486,0.577514,Biography,Anthony Powell,"camera_department,cinematographer,director"
744,71,2014,Antarctica: A Year on Ice,1000000,288757,288757,-422486,0.577514,Documentary,Anthony Powell,"camera_department,cinematographer,director"
746,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Documentary,Doug Dearth,"producer,actor,miscellaneous"
746,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Sport,Doug Dearth,"producer,actor,miscellaneous"
747,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Documentary,Juan José Campanella,"writer,actor,director"
747,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Sport,Juan José Campanella,"writer,actor,director"
748,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Documentary,Téo Frank,"director,writer,producer"
748,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Sport,Téo Frank,"director,writer,producer"
749,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Documentary,Marcus Reyes,"director,writer,producer"
749,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Sport,Marcus Reyes,"director,writer,producer"
752,100,2013,Heli,1000000,0,552614,-447386,0.552614,Crime,Amat Escalante,"director,writer,producer"
752,100,2013,Heli,1000000,0,552614,-447386,0.552614,Drama,Amat Escalante,"director,writer,producer"
752,100,2013,Heli,1000000,0,552614,-447386,0.552614,Romance,Amat Escalante,"director,writer,producer"
753,60,2014,Two Night Stand,1600000,15600,868081,-716319,0.552300625,Comedy,Max Nichols,"director,actor"
753,60,2014,Two Night Stand,1600000,15600,868081,-716319,0.552300625,Romance,Max Nichols,"director,actor"
755,83,2008,Happy Valley,250000,67665,67665,-114670,0.54132,Documentary,Amir Bar-Lev,"producer,director,writer"
755,83,2008,Happy Valley,250000,67665,67665,-114670,0.54132,Drama,Amir Bar-Lev,"producer,director,writer"
755,83,2008,Happy Valley,250000,67665,67665,-114670,0.54132,Sport,Amir Bar-Lev,"producer,director,writer"
758,100,2013,Escape from Tomorrow,650000,171962,171962,-306076,0.5291138461538462,Drama,Randy Moore,"director,writer"
758,100,2013,Escape from Tomorrow,650000,171962,171962,-306076,0.5291138461538462,Fantasy,Randy Moore,"director,writer"
758,100,2013,Escape from Tomorrow,650000,171962,171962,-306076,0.5291138461538462,Horror,Randy Moore,"director,writer"
759,33,2011,Hobo with a Shotgun,3000000,703372,834953,-1461675,0.512775,Action,Jason Eisener,"director,editor,writer"
759,33,2011,Hobo with a Shotgun,3000000,703372,834953,-1461675,0.512775,Comedy,Jason Eisener,"director,editor,writer"
759,33,2011,Hobo with a Shotgun,3000000,703372,834953,-1461675,0.512775,Horror,Jason Eisener,"director,editor,writer"
760,13,2016,Believe,3500000,890303,890303,-1719394,0.5087445714285714,Documentary,Nikita Sharma,director
761,13,2016,Believe,3500000,890303,890303,-1719394,0.5087445714285714,Documentary,Billy Dickson,"cinematographer,director,writer"
762,13,2016,Believe,3500000,890303,890303,-1719394,0.5087445714285714,Documentary,David Scheinmann,"director,writer,cinematographer"
763,13,2016,Believe,3500000,890303,890303,-1719394,0.5087445714285714,Documentary,Paul Cox,director
765,8,2015,Brotherly Love,1900000,478595,478595,-942810,0.5037842105263158,Drama,Jamal Hill,"director,writer,producer"
766,8,2015,Brotherly Love,1900000,478595,478595,-942810,0.5037842105263158,Drama,Anthony J. Caruso,"actor,producer,director"
767,8,2015,Brotherly Love,1900000,478595,478595,-942810,0.5037842105263158,Drama,Chuck Rayner,"actor,producer,director"
771,84,2013,The Canyons,250000,59671,62375,-127954,0.488184,Drama,Paul Schrader,"writer,director,soundtrack"
771,84,2013,The Canyons,250000,59671,62375,-127954,0.488184,Thriller,Paul Schrader,"writer,director,soundtrack"
773,34,2015,The D Train,3000000,669688,772366,-1557946,0.48068466666666665,Comedy,Jarrad Paul,"actor,writer,producer"
773,34,2015,The D Train,3000000,669688,772366,-1557946,0.48068466666666665,Drama,Jarrad Paul,"actor,writer,producer"
774,34,2015,The D Train,3000000,669688,772366,-1557946,0.48068466666666665,Comedy,Andrew Mogel,"writer,producer,director"
774,34,2015,The D Train,3000000,669688,772366,-1557946,0.48068466666666665,Drama,Andrew Mogel,"writer,producer,director"
777,44,2013,The Brass Teapot,900000,6997,413733,-479270,0.46747777777777777,Comedy,Ramaa Mosley,"producer,director,writer"
777,44,2013,The Brass Teapot,900000,6997,413733,-479270,0.46747777777777777,Fantasy,Ramaa Mosley,"producer,director,writer"
777,44,2013,The Brass Teapot,900000,6997,413733,-479270,0.46747777777777777,Thriller,Ramaa Mosley,"producer,director,writer"
782,29,2005,Side Effects,200000,44701,44701,-110598,0.44701,Crime,Steven Soderbergh,"producer,director,cinematographer"
782,29,2005,Side Effects,200000,44701,44701,-110598,0.44701,Drama,Steven Soderbergh,"producer,director,cinematographer"
782,29,2005,Side Effects,200000,44701,44701,-110598,0.44701,Mystery,Steven Soderbergh,"producer,director,cinematographer"
783,36,2003,May,1750000,145540,634803,-969657,0.4459102857142857,Documentary,Diego Iván Andrade,director
784,38,2015,Above and Beyond,1300000,288751,288751,-722498,0.4442323076923077,Adventure,Tim Gray,"producer,director,writer"
784,38,2015,Above and Beyond,1300000,288751,288751,-722498,0.4442323076923077,Documentary,Tim Gray,"producer,director,writer"
784,38,2015,Above and Beyond,1300000,288751,288751,-722498,0.4442323076923077,History,Tim Gray,"producer,director,writer"
785,38,2015,Above and Beyond,1300000,288751,288751,-722498,0.4442323076923077,Adventure,Roberta Grossman,"producer,writer,director"
785,38,2015,Above and Beyond,1300000,288751,288751,-722498,0.4442323076923077,Documentary,Roberta Grossman,"producer,writer,director"
